model_name,release_year,theme,subtheme,total_pieces,total_mini_figures,availability
Ninja Training Outpost,2011,Ninjago,,45,1,Retail
Nuckal's ATV,2011,Ninjago,,174,2,Not specified
Skeleton Bowling,2011,Ninjago,,371,7,Not specified
Ninjago Battle Arena,2011,Ninjago,,463,2,Not specified
Lightning Dragon Battle,2011,Ninjago,,645,4,Not specified
Accelerometer Sensor,2011,Mindstorms,NXT,1,NA,Not specified
Infrared Seeker,2011,Mindstorms,NXT,1,NA,Not specified
Gyroscopic Sensor,2011,Mindstorms,NXT,1,NA,Not specified
Infrared Link Sensor,2011,Mindstorms,NXT,1,NA,Not specified
Creationary Booster Pack,2011,Games,,10,NA,Not specified
Ninjago Card Shrine,2011,Ninjago,,98,NA,LEGO exclusive
Shadow ARF Trooper,2011,Star Wars,Minifig Pack,5,1,Promotional
Police Helicopter,2011,City,Police,32,1,Promotional
Clown Fish,2011,Creator,,59,NA,Promotional
Holiday Wreath,2011,Creator,Seasonal,50,NA,Promotional
Pudsey Bear,2011,Creator,,95,NA,Promotional
Mini X-wing,2011,Star Wars,Mini Building Set,61,NA,Promotional
AAT,2011,Star Wars,Mini Building Set,46,NA,Promotional
Republic Attack Cruiser,2011,Star Wars,Mini Building Set,41,NA,Promotional
Ninja Glider,2011,Ninjago,Promotional,26,1,Promotional
Skeleton Chopper,2011,Ninjago,Promotional,41,1,Promotional
Ninja Training,2011,Ninjago,Promotional,32,1,Promotional
Trolley,2011,Harry Potter,Mini Building Set,22,1,Promotional
The Lab,2011,Harry Potter,Mini Building Set,34,1,Promotional
Grem,2011,Cars,,54,NA,Promotional
{Captain Jack Sparrow},2011,Pirates of the Caribbean,,4,1,Promotional
Brickley,2011,Promotional,LEGO brand stores,197,NA,LEGO exclusive
Space Moon Buggy,2011,City,Space,37,1,Retail
Satellite Launch Pad,2011,City,Space,165,1,Retail
Space Shuttle,2011,City,Space,231,1,Retail
Space Centre,2011,City,Space,494,4,Retail
Police Chase,2011,City,Police,173,3,Retail
Police Helicopter,2011,City,Police,237,4,Retail - limited
Bank & Money Transfer,2011,City,Police,405,4,Retail
Red Cargo Train,2011,City,Trains,831,4,Retail
Heroic Heroes of the Deep,2011,SpongeBob SquarePants,,95,3,Retail
Glove World,2011,SpongeBob SquarePants,,169,4,Retail
Sunblock,2011,Games,,80,NA,Retail
Banana Balance,2011,Games,,49,NA,Retail
Frog Rush,2011,Games,,107,NA,Retail
Ramses Return,2011,Games,,99,5,Retail
NinjaGo,2011,Games,,245,10,Retail
Draida Bay,2011,Games,Heroica,101,8,Retail
Waldurk Forest,2011,Games,Heroica,225,7,Retail
Caverns of Nathuz,2011,Games,Heroica,217,7,Retail
Castle Fortaan,2011,Games,Heroica,304,15,Retail
LEGO Champion,2011,Games,,216,8,Retail
Heart Book,2011,Seasonal,Valentines,51,NA,LEGO exclusive
Valentine Letter Set,2011,Seasonal,Valentines,41,NA,LEGO exclusive
Easter Basket,2011,Seasonal,Easter,86,NA,LEGO exclusive
Easter Bunny,2011,Seasonal,Easter,95,NA,LEGO exclusive
Halloween Set,2011,Seasonal,Halloween,71,NA,LEGO exclusive
Spiders Set,2011,Seasonal,Halloween,54,NA,LEGO exclusive
Mini Santa Set,2011,Seasonal,Christmas,72,NA,LEGO exclusive
Holiday Stocking,2011,Seasonal,Christmas,76,NA,LEGO exclusive
Christmas Tree,2011,Seasonal,Christmas,77,NA,LEGO exclusive
Mini Hogwarts Express,2011,Harry Potter,Mini Building Set,64,NA,Promotional
Isla de la Muerta,2011,Pirates of the Caribbean,,152,4,Retail
The Cannibal Escape,2011,Pirates of the Caribbean,,279,4,Retail
The Mill,2011,Pirates of the Caribbean,,365,4,Retail
The Black Pearl,2011,Pirates of the Caribbean,,804,6,Retail
Captain's Cabin,2011,Pirates of the Caribbean,,94,3,Retail
Fountain of Youth,2011,Pirates of the Caribbean,,125,4,Retail
The London Escape,2011,Pirates of the Caribbean,,462,5,Retail
Whitecap Bay,2011,Pirates of the Caribbean,,745,6,Retail
Queen Anne's Revenge,2011,Pirates of the Caribbean,,1094,9,Retail
Speedboat,2011,City,Harbour,34,1,Retail
Fishing Boat,2011,City,Harbour,64,2,Retail
Power Boat Transporter,2011,City,Harbour,254,2,Retail
Marina,2011,City,Harbour,294,5,Retail
Harbour,2011,City,Harbour,551,4,Retail
The Forbidden Forest,2011,Harry Potter,Deathly Hallows,64,4,Retail
The Knight Bus,2011,Harry Potter,Prisoner of Azkaban,257,3,Retail
Hogwarts,2011,Harry Potter,Deathly Hallows,466,7,Retail
Policeman,2011,Duplo,,4,1,Not specified
Police Bike,2011,Duplo,,8,1,Not specified
Police Truck,2011,Duplo,,14,2,Not specified
Police Station,2011,Duplo,,60,4,Not specified
Fire Truck,2011,Duplo,,21,1,Not specified
Market Place,2011,Duplo,,24,2,Not specified
Car Transporter,2011,Duplo,,15,1,Not specified
Vet,2011,Duplo,,4,1,Not specified
Doctor's Clinic,2011,Duplo,,56,3,Not specified
Car Wash,2011,Duplo,,14,1,Not specified
Creative Building Kit,2011,Duplo,,86,NA,Not specified
Creative Building Kit,2011,Bricks and More,,650,NA,Retail
Mini Digger,2011,Creator,,56,NA,Retail
Mini Plane,2011,Creator,,52,NA,Retail
Dune Hopper,2011,Creator,,137,NA,Retail
Rescue Robot,2011,Creator,,149,NA,Retail
Transport Truck,2011,Creator,,276,NA,Retail
Log Cabin,2011,Creator,,355,1,Retail
Cool Cruiser,2011,Creator,,621,NA,Retail
Lighthouse Island,2011,Creator,,518,1,Retail
Hillside House,2011,Creator,,714,1,Retail - limited
Nurse's Car,2011,Duplo,,10,1,Not specified
Emergency Helicopter,2011,Duplo,,18,2,Not specified
Big City Hospital,2011,Duplo,,111,5,Not specified
Agent Mater,2011,Duplo,Cars,11,NA,Not specified
Luigi's Italian Place,2011,Duplo,Cars,22,NA,Not specified
Tokyo Racing,2011,Duplo,Cars,45,NA,Not specified
Big Bentley,2011,Duplo,Cars,67,NA,Not specified
The Pit Stop,2011,Duplo,Cars,52,NA,Not specified
World Grand Prix,2011,Duplo,Cars,35,NA,Not specified
Knight and Castle Building Set,2011,Bricks and More,,144,1,Retail
Road Construction Building Set,2011,Bricks and More,,121,1,Retail
My First LEGO DUPLO Set,2011,Duplo,,30,1,Not specified
My First LEGO Set,2011,Bricks and More,,231,1,Retail
Airport Building Set,2011,Bricks and More,,310,2,Retail
Winnie the Pooh's Picnic,2011,Duplo,Winnie the Pooh,13,1,Not specified
Tigger's Expedition,2011,Duplo,Winnie the Pooh,26,2,Not specified
Winnie the Pooh's House,2011,Duplo,Winnie the Pooh,40,3,Not specified
Play with Letters Set,2011,Duplo,,62,1,Not specified
My First LEGO DUPLO Vehicle Set,2011,Duplo,,90,NA,Retail
My First LEGO Town,2011,Bricks and More,,704,2,Retail
DUPLO Build and Play,2011,Duplo,,100,1,Not specified
LEGO Build and Play,2011,Bricks and More,,645,1,Retail
My First Zoo,2011,Duplo,Zoo,60,1,Not specified
My First Supermarket,2011,Duplo,,38,2,Not specified
My First Fire Station,2011,Duplo,,60,2,Not specified
"Brick Separator, Orange",2011,Bricks and More,Accessories,1,NA,Retail - limited
Blacksmith Attack,2011,Castle,Kingdoms,104,2,Not specified
Alien Striker,2011,Space,Alien Conquest,42,2,Retail
Alien Defender,2011,Space,Alien Conquest,105,2,Retail
Tripod Invader,2011,Space,Alien Conquest,165,2,Retail
UFO Abduction,2011,Space,Alien Conquest,211,3,Retail
Alien Mothership,2011,Space,Alien Conquest,416,2,Retail
Earth Defense HQ,2011,Space,Alien Conquest,875,5,Retail
Jet-Copter Encounter,2011,Space,Alien Conquest,375,3,Retail
Escape from the Dragon's Prison,2011,Castle,Kingdoms,185,4,Not specified
King's Carriage Ambush,2011,Castle,Kingdoms,286,4,Not specified
Mill Village Raid,2011,Castle,Kingdoms,663,6,Retail
Police Minifigure Collection,2011,City,Police,57,4,Retail
Police Dog Unit,2011,City,Police,96,1,Retail
Prisoner Transport,2011,City,Police,173,2,Retail
Police Boat,2011,City,Police,172,3,Retail
Mobile Police Unit,2011,City,Police,408,3,Retail
Scarab Attack,2011,Pharaoh's Quest,,44,1,Not specified
Golden Staff Guardians,2011,Pharaoh's Quest,,70,3,Retail
Flying Mummy Attack,2011,Pharaoh's Quest,,125,3,Not specified
Cursed Cobra Statue,2011,Pharaoh's Quest,,213,3,Not specified
Rise of the Sphinx,2011,Pharaoh's Quest,,527,3,Not specified
Scorpion Pyramid,2011,Pharaoh's Quest,,792,7,Not specified
Police Station,2011,City,Police,783,6,Retail
Flexible and Straight Tracks,2011,City,Trains,24,NA,Retail
City Advent Calendar,2011,City,Seasonal,232,6,Retail - limited
Mace Windu's Jedi Starfighter,2011,Star Wars,The Clone Wars,313,5,Retail
Battle for Geonosis,2011,Star Wars,The Clone Wars,331,5,Retail
Naboo Starfighter,2011,Star Wars,Episode I,318,6,Retail
Hoth Echo Base,2011,Star Wars,Episode IV-VI,773,8,Retail
Clone Trooper Battle Pack,2011,Star Wars,The Clone Wars,85,4,Retail
Mandalorian Battle Pack,2011,Star Wars,The Clone Wars,68,4,Retail
Imperial V-wing Starfighter,2011,Star Wars,Expanded Universe,139,2,Retail
The Battle of Naboo,2011,Star Wars,Episode I,241,12,Retail
Bounty Hunter Assault Gunship,2011,Star Wars,The Clone Wars,389,4,Retail
T-6 Jedi Shuttle,2011,Star Wars,The Clone Wars,389,4,Retail
Ewok Attack,2011,Star Wars,Episode IV-VI,166,3,Retail
Sith Nightspeeder,2011,Star Wars,The Clone Wars,213,3,Retail
Star Wars Advent Calendar,2011,Star Wars,Seasonal,266,9,Retail
Geonosian Starfighter,2011,Star Wars,The Clone Wars,155,3,Retail
Darth Maul's Sith Infiltrator,2011,Star Wars,Episode I,479,4,Retail
Anakin Skywalker and Sebulba's Podracers,2011,Star Wars,Episode I,810,5,Retail
Republic Frigate,2011,Star Wars,The Clone Wars,1015,5,Retail
Millennium Falcon,2011,Star Wars,Episode IV-VI,1254,6,Retail
Ocean Speeder,2011,Atlantis,,54,1,Retail
Seabed Strider,2011,Atlantis,,105,2,Retail
Angler Attack,2011,Atlantis,,200,2,Retail
Deep Sea Raider,2011,Atlantis,,265,2,Retail
City of Atlantis,2011,Atlantis,,686,5,Retail
Mini Container Truck,2011,Technic,,119,NA,Retail
Off-Roader,2011,Technic,,141,NA,Retail
Mini Mobile Crane,2011,Technic,,292,NA,Retail
Rescue Helicopter,2011,Technic,,408,NA,Retail
Backhoe Loader,2011,Technic,,609,NA,Retail
Super Car,2011,Technic,,1281,NA,Retail
Bucket Truck,2011,Technic,,593,NA,Retail
Extreme Cruiser,2011,Technic,,590,NA,Retail
Flatbed Truck,2011,Technic,,1115,NA,Retail
Mercedes-Benz Unimog U 400,2011,Technic,,2048,NA,Retail
Radiator Springs Lightning McQueen,2011,Cars,,35,NA,Not specified
Radiator Springs Classic Mater,2011,Cars,,52,NA,Retail
Tokyo Pit Stop,2011,Cars,,147,NA,Not specified
Storming Enforcer,2011,Racers,,97,NA,Retail
Dragon Dueler,2011,Racers,,94,NA,Retail
Sting Striker,2011,Racers,,82,NA,Retail
Vicious Viper,2011,Racers,,96,NA,Retail
Urban Enforcer,2011,Racers,Tiny Turbos,45,NA,Retail
Rod Rider,2011,Racers,Tiny Turbos,48,NA,Retail
Demon Destroyer,2011,Racers,Tiny Turbos,51,NA,Retail
Smokin' Slickster,2011,Racers,Tiny Turbos,44,NA,Retail
World Grand Prix Racing Rivalry,2011,Cars,,136,NA,Not specified
Mater's Spy Zone,2011,Cars,,114,NA,Not specified
Escape at Sea,2011,Cars,,159,NA,Not specified
Ultimate Building Lightning McQueen,2011,Cars,,242,NA,Not specified
Mack's Team Truck,2011,Cars,,374,NA,Not specified
Flo's V8 Cafe,2011,Cars,,517,NA,Not specified
Skeleton Mummy Battle Pack,2011,Pharaoh's Quest,,29,3,Not specified
Brick Calendar,2011,Miscellaneous,Desk accessory,120,2,LEGO exclusive
Pirates of the Caribbean Battle Pack,2011,Pirates of the Caribbean,,30,5,LEGO exclusive
Alien Conquest Battle Pack,2011,Space,Alien Conquest,31,5,LEGO exclusive
Minifigure Wedding Favour Set,2011,Miscellaneous,,24,2,LEGO exclusive
Holiday Bauble with Red Bricks,2011,Seasonal,Christmas,30,NA,Not specified
Holiday Bauble with Gold Bricks,2011,Seasonal,Christmas,40,NA,Not specified
Holiday Bauble with Green Bricks,2011,Seasonal,Christmas,36,NA,Not specified
LEGO HEROICA Storage Mat,2011,Games,Heroica,17,NA,Retail
Spy Jet Escape,2011,Cars,,339,NA,Not specified
Big Bentley Bust Out,2011,Cars,,743,NA,Not specified
Ultimate Build Mater,2011,Cars,,288,NA,Not specified
Ultimate Build Francesco,2011,Cars,,196,NA,Not specified
Tokyo International Circuit,2011,Cars,,842,NA,Not specified
AAA Battery Box,2011,Power Functions,Accessories,1,NA,LEGO exclusive
Train Motor,2011,Power Functions,Trains,7,NA,LEGO exclusive
LEGO Minifigures Series 3 {Random bag} ,2011,Collectable Minifigures,Series 03,NA,NA,Not specified
Hula Dancer,2011,Collectable Minifigures,Series 03,8,1,Not specified
Tribal Chief,2011,Collectable Minifigures,Series 03,6,1,Not specified
Samurai Warrior,2011,Collectable Minifigures,Series 03,7,1,Not specified
Pilot,2011,Collectable Minifigures,Series 03,7,1,Not specified
Fisherman,2011,Collectable Minifigures,Series 03,9,1,Not specified
Space Villain,2011,Collectable Minifigures,Series 03,9,1,Not specified
Snowboarder,2011,Collectable Minifigures,Series 03,7,1,Not specified
Race Car Driver,2011,Collectable Minifigures,Series 03,7,1,Not specified
Rapper,2011,Collectable Minifigures,Series 03,7,1,Not specified
Elf,2011,Collectable Minifigures,Series 03,8,1,Not specified
Sumo Wrestler,2011,Collectable Minifigures,Series 03,6,1,Not specified
Space Alien,2011,Collectable Minifigures,Series 03,6,1,Not specified
Mummy,2011,Collectable Minifigures,Series 03,5,1,Not specified
Tennis Player,2011,Collectable Minifigures,Series 03,6,1,Not specified
Baseball Player,2011,Collectable Minifigures,Series 03,6,1,Not specified
Gorilla Suit Guy,2011,Collectable Minifigures,Series 03,6,1,Not specified
LEGO Minifigures Series 3 - Complete,2011,Collectable Minifigures,Series 03,110,16,Retail
LEGO Minifigures Series 3 - Sealed Box,2011,Collectable Minifigures,Series 03,60,NA,Retail
LEGO Minifigures Series 4 {Random bag} ,2011,Collectable Minifigures,Series 04,NA,NA,Retail
The Monster,2011,Collectable Minifigures,Series 04,4,1,Not specified
Sailor,2011,Collectable Minifigures,Series 04,6,1,Not specified
Musketeer,2011,Collectable Minifigures,Series 04,7,1,Not specified
Street Skater,2011,Collectable Minifigures,Series 04,8,1,Not specified
Viking,2011,Collectable Minifigures,Series 04,10,1,Not specified
Werewolf,2011,Collectable Minifigures,Series 04,6,1,Not specified
Surfer Girl,2011,Collectable Minifigures,Series 04,6,1,Not specified
Hazmat Guy,2011,Collectable Minifigures,Series 04,6,1,Not specified
Soccer Player,2011,Collectable Minifigures,Series 04,7,1,Not specified
Artist,2011,Collectable Minifigures,Series 04,7,1,Not specified
Lawn Gnome,2011,Collectable Minifigures,Series 04,8,1,Not specified
Hockey Player,2011,Collectable Minifigures,Series 04,9,1,Not specified
Crazy Scientist,2011,Collectable Minifigures,Series 04,6,1,Not specified
Ice Skater,2011,Collectable Minifigures,Series 04,8,1,Not specified
Punk Rocker,2011,Collectable Minifigures,Series 04,6,1,Not specified
Kimono Girl,2011,Collectable Minifigures,Series 04,6,1,Not specified
LEGO Minifigures Series 4 - Complete,2011,Collectable Minifigures,Series 04,110,16,Retail
LEGO Minifigures Series 4 - Sealed Box,2011,Collectable Minifigures,Series 04,60,NA,Retail
LEGO Minifigures Series 5 {Random bag} ,2011,Collectable Minifigures,Series 05,NA,NA,Not specified
Graduate,2011,Collectable Minifigures,Series 05,7,1,Not specified
Gladiator,2011,Collectable Minifigures,Series 05,7,1,Not specified
Royal Guard,2011,Collectable Minifigures,Series 05,6,1,Not specified
Ice Fisherman,2011,Collectable Minifigures,Series 05,8,1,Not specified
Cave Woman,2011,Collectable Minifigures,Series 05,7,1,Not specified
Lizard Man,2011,Collectable Minifigures,Series 05,6,1,Not specified
Zookeeper,2011,Collectable Minifigures,Series 05,7,1,Not specified
Lumberjack,2011,Collectable Minifigures,Series 05,6,1,Not specified
Small Clown,2011,Collectable Minifigures,Series 05,6,1,Not specified
Fitness Instructor,2011,Collectable Minifigures,Series 05,6,1,Not specified
Detective,2011,Collectable Minifigures,Series 05,6,1,Not specified
Evil Dwarf,2011,Collectable Minifigures,Series 05,10,1,Not specified
Boxer,2011,Collectable Minifigures,Series 05,5,1,Not specified
Egyptian Queen,2011,Collectable Minifigures,Series 05,6,1,Not specified
Gangster,2011,Collectable Minifigures,Series 05,7,1,Not specified
Snowboarder Guy,2011,Collectable Minifigures,Series 05,6,1,Not specified
LEGO Minifigures Series 5 - Complete,2011,Collectable Minifigures,Series 05,106,16,Retail
LEGO Minifigures Series 5 - Sealed Box,2011,Collectable Minifigures,Series 05,60,NA,Retail
Community Minifigure Set,2011,Education,,256,22,Not specified
Fairytale and Historic Minifigure Set,2011,Education,,227,22,Not specified
Wheels Set,2011,Education,,286,NA,Not specified
Beachwood Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15,3,LEGO exclusive
Advent calendar (SDCC 2011 exclusive),2011,Star Wars,Seasonal,266,NA,Not specified
Castleton Square  Exclusive Minifigure pack,2011,Promotional,LEGO brand store opening set,15,3,LEGO exclusive
"Liverpool, UK Exclusive Minifigure Pack",2011,Promotional,LEGO brand store opening set,12,3,LEGO exclusive
Lone Tree Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15,3,LEGO exclusive
Christmas,2011,Miscellaneous,Muji,120,NA,Not specified
Basic,2011,Miscellaneous,Muji,64,NA,Not specified
Animal and Vehicle,2011,Miscellaneous,Muji,196,NA,Not specified
Move,2011,Miscellaneous,Muji,109,NA,Not specified
Sea,2011,Miscellaneous,Muji,91,NA,Not specified
Mission Viejo Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15,3,LEGO exclusive
Polar Bear,2011,Promotional,Monthly Mini Model Build,45,NA,LEGO exclusive
Skier,2011,Promotional,Monthly Mini Model Build,43,NA,LEGO exclusive
Bird,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Watering Can,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Flower,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Graduate,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Lighthouse,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Chair,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Scarecrow,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Dracula,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Acorn,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Turkey,2011,Promotional,Monthly Mini Model Build,NA,NA,LEGO exclusive
Nutcracker Toy Soldier,2011,Promotional,Monthly Mini Model Build,35,NA,LEGO exclusive
Pleasanton Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15,3,LEGO exclusive
Fashion Valley  Exclusive Minifigure Pack,2011,Promotional,LEGO brand store opening set,15,3,LEGO exclusive
Voldemort Minifigure,2011,Harry Potter,General,5,NA,Promotional
Maersk Line Container Ship,2010,Advanced Models,Maersk,990,NA,LEGO exclusive
Imperial Flagship,2010,Pirates,,1664,9,Retail - limited
Grand Emporium,2010,Advanced Models,Modular Buildings,2182,7,Retail - limited
Imperial Shuttle,2010,Star Wars,Ultimate Collector Series,2503,5,Not specified
Shuttle Adventure,2010,Advanced Models,Space,1204,3,LEGO exclusive
Tower Bridge,2010,Advanced Models,Buildings,4287,NA,Retail - limited
Obi-Wan's Jedi Starfighter,2010,Star Wars,Ultimate Collector Series,676,NA,LEGO exclusive
Winter Village Bakery,2010,Advanced Models,Winter Village,687,7,Retail - limited
Window Exploration Bag,2010,Serious Play,,4900,NA,Not specified
Starter Kit,2010,Serious Play,,214,NA,Not specified
The White House,2010,Architecture,Landmark Series,560,NA,Retail - limited
City Advent Calendar,2010,City,Seasonal,271,6,Retail - limited
Chrome Stormtrooper,2010,Star Wars,Minifig Pack,5,1,Promotional
Mindstorms NXT IR Receiver,2010,Mindstorms,NXT,1,NA,Not specified
Fire Chief,2010,City,Fire,31,1,Promotional
Microlight,2010,City,Airport,34,1,Promotional
Police Buggy,2010,City,Police,34,1,Promotional
World Race Powerboat,2010,World Racers,,27,1,Retail - limited
World Race Buggy,2010,World Racers,,35,1,Retail - limited
Octopus,2010,Atlantis,,42,NA,Retail - limited
Mini Sub,2010,Atlantis,,36,1,Retail - limited
Republic Attack Shuttle,2010,Star Wars,Mini Building Set,54,NA,Retail - limited
Target Practice,2010,Castle,Kingdoms,31,1,Retail - limited
Alien Space Ship,2010,Toy Story,,29,1,Promotional
